"month","flat_type","block","street_name","storey_range","Floor_Range","floor_area_sqm","lease_commence_date","remaining_lease","Total_Months","resale_price","Flag_for_floor_range","Flag_for_total_months"
"2019-04","4 ROOM","113","BISHAN ST 12","04 TO 06","4","84","1986","65 years 09 months","780","545000","1","1"
"2019-04","4 ROOM","109","BISHAN ST 12","10 TO 12","10","84","1985","65 years 08 months","780","506000","2","1"
"2019-04","4 ROOM","172","BISHAN ST 13","04 TO 06","4","83","1987","67 years 09 months","804","465000","1","1"
"2019-04","4 ROOM","220","BISHAN ST 23","07 TO 09","7","105","1992","72 years 04 months","864","600000","2","1"
"2019-04","4 ROOM","203","BISHAN ST 23","04 TO 06","4","103","1992","72 years","864","590000","1","1"
"2019-04","4 ROOM","278","BISHAN ST 24","13 TO 15","13","108","1992","72 years 04 months","864","660000","3","1"
"2019-04","4 ROOM","275A","BISHAN ST 24","37 TO 39","37","95","2011","91 years 04 months","1092","878000","3","1"
"2019-04","4 ROOM","448","BRIGHT HILL DR","04 TO 06","4","109","1990","70 years","840","550000","1","1"
"2019-04","4 ROOM","304","SHUNFU RD","13 TO 15","13","99","1985","65 years","780","560000","3","1"
"2019-04","4 ROOM","451","SIN MING AVE","01 TO 03","1","105","1990","69 years 09 months","828","500000","1","1"
"2019-04","5 ROOM","140","BISHAN ST 12","04 TO 06","4","123","1988","68 years 04 months","816","660000","1","1"
"2019-04","5 ROOM","102","BISHAN ST 12","07 TO 09","7","121","1987","66 years 10 months","792","678000","2","1"
"2019-04","5 ROOM","126","BISHAN ST 12","07 TO 09","7","121","1987","67 years 03 months","804","777000","2","1"
"2019-04","5 ROOM","144","BISHAN ST 12","07 TO 09","7","123","1988","68 years 04 months","816","655000","2","1"
"2019-04","5 ROOM","190","BISHAN ST 13","04 TO 06","4","121","1987","66 years 09 months","792","710000","1","1"
"2019-04","5 ROOM","182","BISHAN ST 13","01 TO 03","1","121","1987","67 years 03 months","804","680000","1","1"
"2019-04","5 ROOM","163","BISHAN ST 13","19 TO 21","19","121","1988","68 years 03 months","816","758888","3","1"
"2019-04","5 ROOM","273B","BISHAN ST 24","34 TO 36","34","120","2011","91 years 05 months","1092","1056000","3","1"
"2019-04","5 ROOM","291","BISHAN ST 24","28 TO 30","28","123","1998","78 years 02 months","936","888000","3","1"
"2019-04","5 ROOM","290","BISHAN ST 24","10 TO 12","10","123","1998","78 years 02 months","936","665000","2","1"
"2019-04","5 ROOM","402","SIN MING AVE","19 TO 21","19","120","1986","65 years 09 months","780","698888","3","1"
"2019-04","EXECUTIVE","162","BISHAN ST 13","01 TO 03","1","144","1988","67 years 10 months","804","770000","1","1"
"2019-04","EXECUTIVE","168","BISHAN ST 13","19 TO 21","19","163","1986","66 years 07 months","792","1008000","3","1"
"2019-04","EXECUTIVE","257","BISHAN ST 22","04 TO 06","4","147","1992","72 years 03 months","864","710000","1","1"
"2019-04","EXECUTIVE","222","BISHAN ST 23","10 TO 12","10","146","1992","72 years 04 months","864","863000","2","1"
"2019-04","EXECUTIVE","231","BISHAN ST 23","10 TO 12","10","146","1992","71 years 11 months","852","925000","2","1"
"2019-04","EXECUTIVE","301","SHUNFU RD","01 TO 03","1","150","1985","65 years 04 months","780","965000","1","1"
"2019-05","3 ROOM","120","BISHAN ST 12","01 TO 03","1","64","1986","66 years","792","360000","1","1"
"2019-05","3 ROOM","171","BISHAN ST 13","10 TO 12","10","64","1988","67 years 08 months","804","378888","2","1"
"2019-05","4 ROOM","149","BISHAN ST 11","04 TO 06","4","102","1987","66 years 08 months","792","510000","1","1"
"2019-05","4 ROOM","506","BISHAN ST 11","13 TO 15","13","103","1989","69 years 04 months","828","720000","3","1"
"2019-05","4 ROOM","131","BISHAN ST 12","10 TO 12","10","84","1986","65 years 08 months","780","521000","2","1"
"2019-05","4 ROOM","112","BISHAN ST 12","04 TO 06","4","104","1985","65 years 01 month","780","590000","1","1"
"2019-05","4 ROOM","167","BISHAN ST 13","04 TO 06","4","84","1988","68 years 05 months","816","388000","1","1"
"2019-05","4 ROOM","260","BISHAN ST 22","01 TO 03","1","112","1992","72 years 03 months","864","590000","1","1"
"2019-05","4 ROOM","232","BISHAN ST 22","04 TO 06","4","105","1992","71 years 11 months","852","500000","1","1"
"2019-05","4 ROOM","213","BISHAN ST 23","04 TO 06","4","103","1992","72 years","864","550000","1","1"
"2019-05","4 ROOM","224","BISHAN ST 23","04 TO 06","4","102","1992","72 years 03 months","864","570000","1","1"
"2019-05","4 ROOM","454","SIN MING AVE","01 TO 03","1","105","1989","69 years 06 months","828","450000","1","1"
"2019-05","4 ROOM","451","SIN MING AVE","01 TO 03","1","108","1990","69 years 08 months","828","540000","1","1"
"2019-05","5 ROOM","117","BISHAN ST 12","22 TO 24","22","121","1987","67 years 03 months","804","833000","3","1"
"2019-05","5 ROOM","135","BISHAN ST 12","04 TO 06","4","121","1987","67 years 02 months","804","675000","1","1"
"2019-05","5 ROOM","135","BISHAN ST 12","16 TO 18","16","121","1987","67 years 01 month","804","678000","3","1"
"2019-05","5 ROOM","144","BISHAN ST 12","01 TO 03","1","123","1988","68 years 03 months","816","630000","1","1"
"2019-05","5 ROOM","172","BISHAN ST 13","04 TO 06","4","121","1987","67 years 08 months","804","638000","1","1"
"2019-05","5 ROOM","190","BISHAN ST 13","13 TO 15","13","121","1987","66 years 08 months","792","785000","3","1"
"2019-05","5 ROOM","163","BISHAN ST 13","04 TO 06","4","126","1988","68 years 02 months","816","690000","1","1"
"2019-05","5 ROOM","153","BISHAN ST 13","01 TO 03","1","130","1987","67 years 05 months","804","685000","1","1"
"2019-05","5 ROOM","249","BISHAN ST 22","07 TO 09","7","132","1992","72 years 03 months","864","780000","2","1"
"2019-05","5 ROOM","292","BISHAN ST 22","13 TO 15","13","123","1998","78 years 01 month","936","815000","3","1"
"2019-05","5 ROOM","275A","BISHAN ST 24","28 TO 30","28","120","2011","91 years 04 months","1092","1080000","3","1"
"2019-05","5 ROOM","310","SHUNFU RD","10 TO 12","10","125","1984","64 years 08 months","768","718000","2","1"
"2019-05","5 ROOM","444","SIN MING AVE","22 TO 24","22","125","1990","69 years 09 months","828","760000","3","1"
"2019-05","5 ROOM","454","SIN MING AVE","07 TO 09","7","122","1989","69 years 06 months","828","690000","2","1"
"2019-05","5 ROOM","442","SIN MING AVE","07 TO 09","7","120","1990","69 years 09 months","828","700000","2","1"
"2019-06","3 ROOM","116","BISHAN ST 12","01 TO 03","1","64","1985","65 years 06 months","780","390000","1","1"
"2019-06","3 ROOM","189","BISHAN ST 13","01 TO 03","1","64","1988","68 years","816","405000","1","1"
"2019-06","3 ROOM","185","BISHAN ST 13","07 TO 09","7","64","1988","67 years 10 months","804","415000","2","1"
"2019-06","3 ROOM","176","BISHAN ST 13","07 TO 09","7","64","1988","67 years 10 months","804","395000","2","1"
"2019-06","3 ROOM","23","SIN MING RD","07 TO 09","7","65","1973","53 years 04 months","636","246000","2","0"
"2019-06","4 ROOM","149","BISHAN ST 11","07 TO 09","7","84","1987","66 years 07 months","792","470000","2","1"
"2019-06","4 ROOM","131","BISHAN ST 12","01 TO 03","1","104","1986","65 years 07 months","780","608000","1","1"
"2019-06","4 ROOM","167","BISHAN ST 13","01 TO 03","1","84","1988","68 years 03 months","816","390000","1","1"
"2019-06","4 ROOM","175","BISHAN ST 13","01 TO 03","1","88","1987","67 years 03 months","804","370000","1","1"
"2019-06","4 ROOM","154","BISHAN ST 13","07 TO 09","7","84","1987","67 years 06 months","804","460000","2","1"
"2019-06","4 ROOM","154","BISHAN ST 13","04 TO 06","4","84","1987","67 years 06 months","804","475000","1","1"
"2019-06","4 ROOM","263","BISHAN ST 22","01 TO 03","1","104","1992","72 years 02 months","864","515888","1","1"
"2019-06","4 ROOM","239","BISHAN ST 22","01 TO 03","1","105","1992","72 years 02 months","864","448000","1","1"
"2019-06","4 ROOM","207","BISHAN ST 23","07 TO 09","7","103","1992","71 years 11 months","852","620000","2","1"
"2019-06","4 ROOM","220","BISHAN ST 23","07 TO 09","7","113","1992","72 years 02 months","864","653000","2","1"
"2019-06","4 ROOM","224","BISHAN ST 23","07 TO 09","7","102","1992","72 years 02 months","864","595000","2","1"
"2019-06","4 ROOM","229","BISHAN ST 23","04 TO 06","4","105","1992","71 years 10 months","852","475000","1","1"
"2019-06","4 ROOM","264","BISHAN ST 24","04 TO 06","4","112","1992","72 years 02 months","864","550000","1","1"
"2019-06","4 ROOM","403","SIN MING AVE","04 TO 06","4","89","1986","66 years 03 months","792","500000","1","1"
"2019-06","5 ROOM","117","BISHAN ST 12","10 TO 12","10","121","1987","67 years 02 months","804","748000","2","1"
"2019-06","5 ROOM","135","BISHAN ST 12","07 TO 09","7","121","1987","67 years 04 months","804","638000","2","1"
"2019-06","5 ROOM","192","BISHAN ST 13","01 TO 03","1","120","1987","67 years 03 months","804","715000","1","1"
"2019-06","5 ROOM","177","BISHAN ST 13","01 TO 03","1","121","1987","67 years 03 months","804","630000","1","1"
"2019-06","5 ROOM","163","BISHAN ST 13","13 TO 15","13","121","1988","68 years 01 month","816","742000","3","1"
"2019-06","5 ROOM","183","BISHAN ST 13","10 TO 12","10","121","1987","66 years 10 months","792","782000","2","1"
"2019-06","5 ROOM","178","BISHAN ST 13","07 TO 09","7","121","1987","67 years 04 months","804","765000","2","1"
"2019-06","5 ROOM","223","BISHAN ST 23","07 TO 09","7","121","1992","72 years 01 month","864","858000","2","1"
"2019-06","5 ROOM","266","BISHAN ST 24","10 TO 12","10","134","1992","72 years 02 months","864","710000","2","1"
"2019-06","5 ROOM","273A","BISHAN ST 24","13 TO 15","13","120","2011","91 years 03 months","1092","860000","3","1"
"2019-06","5 ROOM","275A","BISHAN ST 24","31 TO 33","31","120","2011","91 years 02 months","1092","1000000","3","1"
"2019-06","5 ROOM","442","SIN MING AVE","01 TO 03","1","120","1990","69 years 08 months","828","635000","1","1"
"2019-06","EXECUTIVE","134","BISHAN ST 12","04 TO 06","4","151","1986","66 years 05 months","792","830000","1","1"
"2019-06","EXECUTIVE","174","BISHAN ST 13","01 TO 03","1","146","1986","66 years 05 months","792","850000","1","1"
"2019-06","EXECUTIVE","231","BISHAN ST 23","01 TO 03","1","148","1992","71 years 11 months","852","840000","1","1"
"2019-06","EXECUTIVE","222","BISHAN ST 23","10 TO 12","10","146","1992","72 years 02 months","864","885000","2","1"
"2019-06","EXECUTIVE","453","SIN MING AVE","13 TO 15","13","155","1990","69 years 08 months","828","950000","3","1"
"2019-06","MULTI-GENERATION","137","BISHAN ST 12","07 TO 09","7","147","1987","67 years 08 months","804","840000","2","1"
"2019-07","3 ROOM","180","BISHAN ST 13","07 TO 09","7","64","1988","67 years 09 months","804","405000","2","1"
"2019-07","3 ROOM","176","BISHAN ST 13","04 TO 06","4","64","1988","67 years 09 months","804","375000","1","1"
"2019-07","3 ROOM","311","SHUNFU RD","01 TO 03","1","67","1984","64 years 04 months","768","390000","1","1"
"2019-07","3 ROOM","304","SHUNFU RD","13 TO 15","13","67","1985","64 years 08 months","768","450000","3","1"
"2019-07","3 ROOM","403","SIN MING AVE","10 TO 12","10","64","1986","66 years 01 month","792","382000","2","1"
"2019-07","3 ROOM","23","SIN MING RD","10 TO 12","10","65","1973","53 years 03 months","636","266000","2","0"
"2019-07","4 ROOM","503","BISHAN ST 11","04 TO 06","4","113","1989","69 years 04 months","828","769000","1","1"
"2019-07","4 ROOM","112","BISHAN ST 12","07 TO 09","7","84","1985","64 years 11 months","768","505000","2","1"
"2019-07","4 ROOM","113","BISHAN ST 12","07 TO 09","7","104","1986","65 years 06 months","780","628000","2","1"
"2019-07","4 ROOM","107","BISHAN ST 12","01 TO 03","1","84","1985","65 years 04 months","780","475000","1","1"
"2019-07","4 ROOM","172","BISHAN ST 13","04 TO 06","4","103","1987","67 years 05 months","804","505000","1","1"
"2019-07","4 ROOM","184","BISHAN ST 13","04 TO 06","4","90","1988","67 years 07 months","804","550888","1","1"
"2019-07","4 ROOM","243","BISHAN ST 22","04 TO 06","4","105","1992","71 years 11 months","852","568000","1","1"
"2019-07","4 ROOM","243","BISHAN ST 22","16 TO 18","16","102","1992","71 years 11 months","852","650000","3","1"
"2019-07","4 ROOM","285","BISHAN ST 22","07 TO 09","7","108","1992","72 years","864","635000","2","1"
"2019-07","4 ROOM","291","BISHAN ST 24","19 TO 21","19","100","1998","77 years 11 months","924","610000","3","1"
"2019-07","4 ROOM","265","BISHAN ST 24","01 TO 03","1","102","1992","71 years 11 months","852","462000","1","1"
"2019-07","4 ROOM","288","BISHAN ST 24","10 TO 12","10","102","1998","77 years 11 months","924","628000","2","1"
"2019-07","4 ROOM","406","SIN MING AVE","07 TO 09","7","89","1987","66 years 09 months","792","520000","2","1"
"2019-07","5 ROOM","128","BISHAN ST 12","16 TO 18","16","121","1987","66 years 08 months","792","750000","3","1"
"2019-07","5 ROOM","103","BISHAN ST 12","19 TO 21","19","121","1986","66 years 04 months","792","773888","3","1"
"2019-07","5 ROOM","124","BISHAN ST 12","07 TO 09","7","121","1987","66 years 11 months","792","725000","2","1"
"2019-07","5 ROOM","153","BISHAN ST 13","07 TO 09","7","119","1987","67 years 03 months","804","670000","2","1"
"2019-07","5 ROOM","192","BISHAN ST 13","07 TO 09","7","120","1987","67 years 01 month","804","740000","2","1"
"2019-07","5 ROOM","164","BISHAN ST 13","10 TO 12","10","121","1988","68 years","816","708888","2","1"
"2019-07","5 ROOM","153","BISHAN ST 13","04 TO 06","4","119","1987","67 years 03 months","804","668000","1","1"
"2019-07","5 ROOM","179","BISHAN ST 13","13 TO 15","13","121","1987","67 years 01 month","804","792000","3","1"
"2019-07","5 ROOM","183","BISHAN ST 13","16 TO 18","16","121","1987","66 years 09 months","792","800000","3","1"
"2019-07","5 ROOM","242","BISHAN ST 22","10 TO 12","10","132","1992","71 years 11 months","852","850000","2","1"
"2019-07","5 ROOM","256","BISHAN ST 22","10 TO 12","10","133","1992","72 years","864","790000","2","1"
"2019-07","5 ROOM","288","BISHAN ST 24","19 TO 21","19","121","1998","78 years","936","755888","3","1"
"2019-07","5 ROOM","291","BISHAN ST 24","25 TO 27","25","123","1998","77 years 11 months","924","868000","3","1"
"2019-07","5 ROOM","273B","BISHAN ST 24","10 TO 12","10","120","2011","91 years 01 month","1092","1050000","2","1"
"2019-07","5 ROOM","402","SIN MING AVE","22 TO 24","22","120","1986","65 years 07 months","780","720000","3","1"
"2019-07","5 ROOM","405","SIN MING AVE","01 TO 03","1","120","1986","65 years 11 months","780","558000","1","1"
"2019-07","EXECUTIVE","119","BISHAN ST 12","04 TO 06","4","151","1987","66 years 10 months","792","858000","1","1"
"2019-07","EXECUTIVE","186","BISHAN ST 13","10 TO 12","10","146","1987","67 years 02 months","804","905000","2","1"
"2019-07","EXECUTIVE","187","BISHAN ST 13","07 TO 09","7","146","1987","66 years 07 months","792","920000","2","1"
"2019-07","EXECUTIVE","222","BISHAN ST 23","04 TO 06","4","146","1992","71 years 11 months","852","838000","1","1"
"2019-07","EXECUTIVE","212","BISHAN ST 23","04 TO 06","4","149","1992","71 years 10 months","852","858000","1","1"
"2019-07","EXECUTIVE","301","SHUNFU RD","01 TO 03","1","148","1985","65 years 02 months","780","968000","1","1"
"2019-07","MULTI-GENERATION","137","BISHAN ST 12","10 TO 12","10","165","1987","66 years 11 months","792","930000","2","1"
"2019-08","4 ROOM","110","BISHAN ST 12","01 TO 03","1","104","1986","65 years 06 months","780","590000","1","1"
"2019-08","4 ROOM","112","BISHAN ST 12","04 TO 06","4","84","1985","64 years 10 months","768","488000","1","1"
"2019-08","4 ROOM","197","BISHAN ST 13","01 TO 03","1","84","1987","66 years 05 months","792","450000","1","1"
"2019-08","4 ROOM","252","BISHAN ST 22","19 TO 21","19","106","1992","72 years","864","688888","3","1"
"2019-08","4 ROOM","246","BISHAN ST 22","10 TO 12","10","103","1992","72 years","864","553000","2","1"
"2019-08","4 ROOM","239","BISHAN ST 22","07 TO 09","7","105","1992","72 years","864","560000","2","1"
"2019-08","4 ROOM","262","BISHAN ST 22","04 TO 06","4","107","1992","72 years","864","519888","1","1"
"2019-08","4 ROOM","248","BISHAN ST 22","01 TO 03","1","116","1992","72 years","864","560000","1","1"
"2019-08","4 ROOM","206","BISHAN ST 23","07 TO 09","7","118","1992","71 years 09 months","852","625000","2","1"
"2019-08","4 ROOM","220","BISHAN ST 23","04 TO 06","4","103","1992","72 years","864","562000","1","1"
"2019-08","4 ROOM","272","BISHAN ST 24","04 TO 06","4","104","1992","72 years","864","565000","1","1"
"2019-08","4 ROOM","269","BISHAN ST 24","10 TO 12","10","109","1992","71 years 11 months","852","595000","2","1"
"2019-08","4 ROOM","272","BISHAN ST 24","04 TO 06","4","103","1992","71 years 11 months","852","570000","1","1"
"2019-08","4 ROOM","443","SIN MING AVE","07 TO 09","7","103","1990","69 years 06 months","828","602000","2","1"
"2019-08","4 ROOM","407","SIN MING AVE","01 TO 03","1","89","1986","66 years","792","493000","1","1"
"2019-08","5 ROOM","157","BISHAN ST 13","19 TO 21","19","131","1988","67 years 05 months","804","815000","3","1"
"2019-08","5 ROOM","251","BISHAN ST 22","01 TO 03","1","121","1992","71 years 11 months","852","768000","1","1"
"2019-08","5 ROOM","255","BISHAN ST 22","10 TO 12","10","133","1992","71 years 11 months","852","818000","2","1"
"2019-08","5 ROOM","293","BISHAN ST 22","19 TO 21","19","121","1998","77 years 10 months","924","825000","3","1"
"2019-08","5 ROOM","213","BISHAN ST 23","07 TO 09","7","132","1992","71 years 09 months","852","822000","2","1"
"2019-08","5 ROOM","273B","BISHAN ST 24","22 TO 24","22","120","2011","90 years 11 months","1080","1065000","3","1"
"2019-08","5 ROOM","275A","BISHAN ST 24","19 TO 21","19","120","2011","90 years 11 months","1080","1000000","3","1"
"2019-08","5 ROOM","303","SHUNFU RD","01 TO 03","1","125","1985","64 years 07 months","768","750000","1","1"
"2019-08","5 ROOM","312","SHUNFU RD","04 TO 06","4","121","1985","64 years 10 months","768","680000","1","1"
"2019-08","EXECUTIVE","119","BISHAN ST 12","13 TO 15","13","144","1987","66 years 10 months","792","850000","3","1"
"2019-08","EXECUTIVE","174","BISHAN ST 13","01 TO 03","1","152","1986","66 years 03 months","792","795000","1","1"
"2019-08","EXECUTIVE","187","BISHAN ST 13","04 TO 06","4","146","1987","66 years 06 months","792","873000","1","1"
"2019-08","EXECUTIVE","201","BISHAN ST 23","01 TO 03","1","149","1992","71 years 09 months","852","808000","1","1"
"2019-08","EXECUTIVE","401","SIN MING AVE","01 TO 03","1","149","1985","65 years 03 months","780","905000","1","1"
"2019-09","3 ROOM","108","BISHAN ST 12","01 TO 03","1","64","1985","65 years 01 month","780","386100","1","1"
"2019-09","3 ROOM","195","BISHAN ST 13","07 TO 09","7","64","1988","67 years 05 months","804","410000","2","1"
"2019-09","3 ROOM","304","SHUNFU RD","07 TO 09","7","67","1985","64 years 06 months","768","390000","2","1"
"2019-09","4 ROOM","130","BISHAN ST 12","04 TO 06","4","105","1986","65 years 06 months","780","550000","1","1"
"2019-09","4 ROOM","106","BISHAN ST 12","10 TO 12","10","84","1985","65 years 03 months","780","525000","2","1"
"2019-09","4 ROOM","113","BISHAN ST 12","07 TO 09","7","105","1986","65 years 04 months","780","620000","2","1"
"2019-09","4 ROOM","188","BISHAN ST 13","10 TO 12","10","84","1988","67 years 06 months","804","572000","2","1"
"2019-09","4 ROOM","271","BISHAN ST 24","07 TO 09","7","104","1992","71 years 11 months","852","556000","2","1"
"2019-09","4 ROOM","273A","BISHAN ST 24","40 TO 42","40","95","2011","90 years 11 months","1080","900000","3","1"
"2019-09","4 ROOM","441","SIN MING AVE","10 TO 12","10","103","1990","69 years 06 months","828","573000","2","1"
"2019-09","4 ROOM","407","SIN MING AVE","10 TO 12","10","89","1986","65 years 11 months","780","508000","2","1"
"2019-09","4 ROOM","454","SIN MING AVE","04 TO 06","4","103","1989","69 years 02 months","828","500000","1","1"
"2019-09","4 ROOM","454","SIN MING AVE","07 TO 09","7","105","1989","69 years 02 months","828","560000","2","1"
"2019-09","5 ROOM","124","BISHAN ST 12","04 TO 06","4","121","1987","66 years 09 months","792","650000","1","1"
"2019-09","5 ROOM","155","BISHAN ST 13","19 TO 21","19","121","1987","67 years 03 months","804","738000","3","1"
"2019-09","5 ROOM","161","BISHAN ST 13","16 TO 18","16","121","1988","67 years 10 months","804","735000","3","1"
"2019-09","5 ROOM","153","BISHAN ST 13","01 TO 03","1","121","1987","67 years 01 month","804","638000","1","1"
"2019-09","5 ROOM","190","BISHAN ST 13","16 TO 18","16","121","1987","66 years 04 months","792","850000","3","1"
"2019-09","5 ROOM","235","BISHAN ST 22","07 TO 09","7","132","1992","71 years 08 months","852","788000","2","1"
"2019-09","5 ROOM","203","BISHAN ST 23","07 TO 09","7","132","1992","71 years 08 months","852","770000","2","1"
"2019-09","5 ROOM","225","BISHAN ST 23","04 TO 06","4","134","1992","71 years 11 months","852","665000","1","1"
"2019-09","5 ROOM","223","BISHAN ST 23","07 TO 09","7","121","1992","71 years 11 months","852","850000","2","1"
"2019-09","5 ROOM","310","SHUNFU RD","04 TO 06","4","121","1984","64 years 04 months","768","690000","1","1"
"2019-09","5 ROOM","303","SHUNFU RD","10 TO 12","10","121","1985","64 years 06 months","768","728000","2","1"
"2019-09","5 ROOM","408","SIN MING AVE","04 TO 06","4","120","1986","65 years 10 months","780","630000","1","1"
"2019-09","5 ROOM","405","SIN MING AVE","22 TO 24","22","120","1986","65 years 10 months","780","700000","3","1"
"2019-09","5 ROOM","402","SIN MING AVE","16 TO 18","16","120","1986","65 years 04 months","780","680000","3","1"
"2019-09","5 ROOM","454","SIN MING AVE","01 TO 03","1","122","1989","69 years 03 months","828","600000","1","1"
"2019-09","5 ROOM","405","SIN MING AVE","13 TO 15","13","120","1986","65 years 09 months","780","657700","3","1"
"2019-09","5 ROOM","22","SIN MING RD","10 TO 12","10","136","1973","53 years 01 month","636","473000","2","0"
"2019-09","EXECUTIVE","134","BISHAN ST 12","07 TO 09","7","143","1986","66 years 02 months","792","840000","2","1"
"2019-09","EXECUTIVE","187","BISHAN ST 13","01 TO 03","1","146","1987","66 years 05 months","792","838888","1","1"
"2019-09","EXECUTIVE","261","BISHAN ST 22","10 TO 12","10","151","1992","71 years 10 months","852","830000","2","1"
"2019-09","EXECUTIVE","218","BISHAN ST 23","01 TO 03","1","148","1992","71 years 07 months","852","800000","1","1"
"2019-09","EXECUTIVE","301","SHUNFU RD","07 TO 09","7","158","1985","64 years 10 months","768","1040000","2","1"
"2019-10","3 ROOM","307","SHUNFU RD","07 TO 09","7","67","1985","64 years 06 months","768","405000","2","1"
"2019-10","3 ROOM","309","SHUNFU RD","07 TO 09","7","67","1984","64 years 01 month","768","385000","2","1"
"2019-10","3 ROOM","403","SIN MING AVE","10 TO 12","10","64","1986","65 years 10 months","780","390000","2","1"
"2019-10","4 ROOM","145","BISHAN ST 11","10 TO 12","10","84","1987","67 years 01 month","804","448000","2","1"
"2019-10","4 ROOM","131","BISHAN ST 12","10 TO 12","10","105","1986","65 years 04 months","780","580000","2","1"
"2019-10","4 ROOM","115","BISHAN ST 12","01 TO 03","1","104","1986","65 years 04 months","780","572000","1","1"
"2019-10","4 ROOM","107","BISHAN ST 12","07 TO 09","7","84","1985","65 years 01 month","780","500000","2","1"
"2019-10","4 ROOM","143","BISHAN ST 12","01 TO 03","1","104","1988","67 years 07 months","804","480000","1","1"
"2019-10","4 ROOM","112","BISHAN ST 12","01 TO 03","1","104","1985","64 years 08 months","768","460000","1","1"
"2019-10","4 ROOM","172","BISHAN ST 13","04 TO 06","4","83","1987","67 years 03 months","804","458000","1","1"
"2019-10","4 ROOM","154","BISHAN ST 13","01 TO 03","1","84","1987","67 years 03 months","804","395000","1","1"
"2019-10","4 ROOM","262","BISHAN ST 22","07 TO 09","7","112","1992","71 years 10 months","852","606888","2","1"
"2019-10","4 ROOM","243","BISHAN ST 22","19 TO 21","19","103","1992","71 years 10 months","852","640000","3","1"
"2019-10","4 ROOM","256","BISHAN ST 22","01 TO 03","1","115","1992","71 years 10 months","852","548000","1","1"
"2019-10","4 ROOM","263","BISHAN ST 22","07 TO 09","7","106","1992","71 years 10 months","852","528000","2","1"
"2019-10","4 ROOM","248","BISHAN ST 22","07 TO 09","7","105","1992","71 years 10 months","852","580000","2","1"
"2019-10","4 ROOM","249","BISHAN ST 22","04 TO 06","4","105","1992","71 years 10 months","852","562000","1","1"
"2019-10","4 ROOM","260","BISHAN ST 22","07 TO 09","7","104","1992","71 years 09 months","852","568000","2","1"
"2019-10","4 ROOM","255","BISHAN ST 22","16 TO 18","16","103","1992","71 years 10 months","852","602000","3","1"
"2019-10","4 ROOM","206","BISHAN ST 23","01 TO 03","1","108","1992","71 years 08 months","852","520000","1","1"
"2019-10","4 ROOM","230","BISHAN ST 23","01 TO 03","1","109","1992","71 years 07 months","852","566000","1","1"
"2019-10","4 ROOM","226","BISHAN ST 23","01 TO 03","1","116","1992","71 years 07 months","852","560000","1","1"
"2019-10","4 ROOM","228","BISHAN ST 23","07 TO 09","7","104","1992","71 years 07 months","852","570000","2","1"
"2019-10","4 ROOM","268","BISHAN ST 24","01 TO 03","1","104","1992","71 years 10 months","852","480000","1","1"
"2019-10","4 ROOM","307","SHUNFU RD","04 TO 06","4","95","1985","64 years 06 months","768","535888","1","1"
"2019-10","4 ROOM","313","SHUNFU RD","04 TO 06","4","95","1985","64 years 08 months","768","514000","1","1"
"2019-10","4 ROOM","403","SIN MING AVE","10 TO 12","10","89","1986","65 years 10 months","780","530000","2","1"
"2019-10","4 ROOM","25","SIN MING RD","04 TO 06","4","88","1974","53 years 09 months","636","328000","1","0"
"2019-10","5 ROOM","102","BISHAN ST 12","13 TO 15","13","121","1987","66 years 03 months","792","748000","3","1"
"2019-10","5 ROOM","128","BISHAN ST 12","19 TO 21","19","121","1987","66 years 04 months","792","765000","3","1"
"2019-10","5 ROOM","170","BISHAN ST 13","07 TO 09","7","121","1987","66 years 11 months","792","698000","2","1"
"2019-10","5 ROOM","161","BISHAN ST 13","04 TO 06","4","127","1988","67 years 09 months","804","690000","1","1"
"2019-10","5 ROOM","255","BISHAN ST 22","10 TO 12","10","133","1992","71 years 10 months","852","750000","2","1"
"2019-10","5 ROOM","293","BISHAN ST 22","16 TO 18","16","121","1998","77 years 08 months","924","821888","3","1"
"2019-10","5 ROOM","242","BISHAN ST 22","04 TO 06","4","136","1992","71 years 10 months","852","865000","1","1"
"2019-10","5 ROOM","207","BISHAN ST 23","16 TO 18","16","135","1992","71 years 07 months","852","795000","3","1"
"2019-10","5 ROOM","450","SIN MING AVE","19 TO 21","19","125","1989","69 years 02 months","828","780000","3","1"
"2019-10","5 ROOM","445","SIN MING AVE","07 TO 09","7","122","1990","69 years 03 months","828","680000","2","1"
"2019-10","MULTI-GENERATION","137","BISHAN ST 12","01 TO 03","1","165","1987","66 years 08 months","792","905000","1","1"
"2019-11","3 ROOM","121","BISHAN ST 12","01 TO 03","1","64","1986","65 years 08 months","780","375000","1","1"
"2019-11","3 ROOM","306","SHUNFU RD","01 TO 03","1","67","1985","64 years 02 months","768","380000","1","1"
"2019-11","3 ROOM","24","SIN MING RD","10 TO 12","10","65","1973","53 years","636","270000","2","0"
"2019-11","3 ROOM","22","SIN MING RD","07 TO 09","7","68","1973","52 years 11 months","624","265000","2","0"
"2019-11","4 ROOM","506","BISHAN ST 11","07 TO 09","7","115","1989","68 years 10 months","816","723000","2","1"
"2019-11","4 ROOM","145","BISHAN ST 11","10 TO 12","10","84","1987","67 years","804","450000","2","1"
"2019-11","4 ROOM","113","BISHAN ST 12","01 TO 03","1","84","1986","65 years 02 months","780","445000","1","1"
